Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
31.8418,33.04739492,31.114133834838867,65.3106,64.50795402,65.55987548828125,0.8205,1.248124137,0.9204659461975098
33.8804,35.63993785,33.90301513671875,63.1533,61.86527173,63.45030975341797,1.1351,1.479872458,1.1953620910644531
33.9273,35.62317198,33.88344955444336,63.1444,61.85594593,63.475337982177734,1.06,1.476675026,1.1869183778762817
33.9467,35.63985072,33.90550231933594,63.1395,61.85091374,63.505889892578125,1.1504,1.471748125,1.1768041849136353
31.6606,32.57904195,31.227567672729492,55.7049,54.96320715,54.69282913208008,0.396,0.6800002402,0.533842921257019
31.5081,32.52677337,31.168659210205078,55.6224,54.92832723,54.66574478149414,0.5418,0.6755881512,0.5210590362548828
31.663,32.57299606,31.22891616821289,55.6432,54.91552851,54.641151428222656,0.3895,0.6685464779,0.5093063712120056
34.907,36.09766396,35.03907012939453,54.9113,53.89835255,54.98323059082031,0.6046,0.9200126422,0.8544653654098511
34.981,36.16782265,35.1390266418457,54.9112,53.91676824,55.008338928222656,0.5823,0.911060253,0.8415113687515259
34.9285,36.10050741,35.05551528930664,54.8837,53.88383207,54.97389221191406,0.5966,0.9157166,0.8464227318763733
31.9153,33.40616175,32.015541076660156,54.9455,54.08956293,54.93610382080078,0.8737,1.269631011,1.02985417842865
32.0011,33.47389617,32.07908630371094,54.9426,54.12640272,54.981239318847656,0.8418,1.267733181,1.028411865234375
31.9551,33.40949835,32.01882553100586,54.9137,54.09393503,54.94326400756836,0.8351,1.268975158,1.02909255027771
32.6879,34.20849584,32.72673797607422,60.2465,59.603281,60.71077346801758,1.1504,1.369047536,1.2457656860351562
32.6857,34.19155659,32.700016021728516,60.2355,59.59294498,60.71205520629883,1.1791,1.372067994,1.2537956237792969
32.7972,34.28345351,32.81157302856445,60.2759,59.62464623,60.759246826171875,1.1645,1.370304541,1.252761721611023
32.7731,34.63400593,33.02578353881836,60.2173,59.13190528,60.397762298583984,1.0843,1.211296238,1.10840904712677
32.8946,34.71094642,33.12208938598633,60.1724,59.14104383,60.434669494628906,1.1631,1.207060658,1.1033430099487305
32.7845,34.57068414,32.94972610473633,60.1464,59.1117791,60.36911392211914,1.06,1.212222161,1.1099848747253418
33.5542,35.50432291,33.76618194580078,59.6725,58.38205092,59.875370025634766,1.3283,1.427557593,1.306768774986267
